target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
PsaeA.17978.a,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17978.a,Q9HZA7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.18897.a,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18897.a,O82852,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.00888.a,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),Pseudomonas aeruginosa,diffraction,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00888.a,Q9HUM6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,11,,
PsaeA.17939.a,Outer-membrane lipoprotein LolB,Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17939.a,P42812,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17943.a,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17943.a,Q9HX33,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00944.a,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),Pseudomonas aeruginosa,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00944.a,Q9I6G1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,20,,
PsaeA.00177.a,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Pseudomonas aeruginosa,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00177.a,Q9HV43,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,8,,
PsaeA.00022.a,50S ribosomal protein L1,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00022.a,Q9HWC6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.00145.a,Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS),Pseudomonas aeruginosa,cloned,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00145.a,Q51422,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.00040.a,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00040.a,Q9I5Z0,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.01608.a,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01608.a,Q9I4I2,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.18876.a,Uncharacterized protein,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18876.a,Q9HVC1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18883.a,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18883.a,Q9X6V9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00164.a,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),Pseudomonas aeruginosa,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00164.a,Q9HUC8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,8,,
PsaeA.17999.a,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17999.a,Q9I0K9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18843.a,Uncharacterized protein,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18843.a,Q9HVF5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.10647.a,Penicillin-binding protein 2,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.10647.a,G3XCV7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18887.a,Arabinose 5-phosphate isomerase KdsD (API) (EC 5.3.1.13) (Pa-KdsD),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18887.a,Q9HVW0,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00963.a,10 kDa chaperonin (GroES protein) (Protein Cpn10),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00963.a,P30720,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17876.a,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),Pseudomonas aeruginosa,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17876.a,Q9HXM6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,11,,
PsaeA.17966.a,Succinate dehydrogenase (B subunit),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17966.a,Q9I3D4,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00063.a,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),Pseudomonas aeruginosa,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00063.a,Q9HXJ5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,11,,
PsaeA.17927.a,"UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)",Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17927.a,Q9I2V0,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
MypaA.01407.a,PepE,Mycobacterium paratuberculosis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01407.a,Q73YY0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MypaA.01414.a,Sulfate/thiosulfate import ATP-binding protein cysA,Mycobacterium paratuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01414.a,Q73XU8,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MypaA.01414.b,Putative uncharacterized protein,Mycobacterium paratuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01414.b,Q73TE3,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
MypaA.01530.b,EchA1_1,Mycobacterium paratuberculosis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01530.b,Q73WL5,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MypaA.01530.c,enoyl-CoA hydratase/isomerase,Mycobacterium paratuberculosis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01530.c,Q73XB1,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MypaA.01530.d,EchA7,Mycobacterium paratuberculosis,cloned,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01530.d,Q742C8,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-2,work stopped
MypaA.01530.e,EchA19,Mycobacterium paratuberculosis,soluble,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01530.e,Q743P2,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-2,work stopped
MypaA.01582.a,Putative uncharacterized protein,Mycobacterium paratuberculosis,cloned,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01582.a,Q743N0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MypaA.01582.b,Putative uncharacterized protein,Mycobacterium paratuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01582.b,Q743S3,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
MypaA.01585.a,NuoE,Mycobacterium paratuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01585.a,Q73V11,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-1,
MypaA.01609.a,Putative uncharacterized protein,Mycobacterium paratuberculosis,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01609.a,Q745R5,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MypaA.01613.f,Putative uncharacterized protein,Mycobacterium paratuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01613.f,Q742T7,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
MypaA.01613.g,Putative uncharacterized protein,Mycobacterium paratuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01613.g,Q742W9,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
MypaA.01613.h,Putative uncharacterized protein,Mycobacterium paratuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01613.h,Q742X2,Actinobacteria,Bacteria,Potential drug target,Batch_06,,1,-1,
MypaA.01613.i,FadE30,Mycobacterium paratuberculosis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01613.i,Q743T4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MypaA.01649.a,MbtH_3,Mycobacterium paratuberculosis,soluble,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.01649.a,Q73XY9,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-2,work stopped
MypaA.10520.a,putative beta-lactamase,Mycobacterium paratuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.10520.a,Q741N8,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,1,-1,
MypaA.10520.b,putative beta-lactamase,Mycobacterium paratuberculosis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.10520.b,Q740L0,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,6,-1,
MypaA.10520.c,putative beta-lactamase,Mycobacterium paratuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.10520.c,Q73YE7,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,2,-1,
MypaA.16715.a,putative beta-lactamase,Mycobacterium paratuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.16715.a,Q73T36,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,4,-1,
MypaA.17057.a,LppN,Mycobacterium paratuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.17057.a,Q73YD9,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,5,-1,
MypaA.17065.a,Anti-sigma factor antagonist,Mycobacterium paratuberculosis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.17065.a,Q73WB8,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,8,-1,
PsaeA.17926.a,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17926.a,Q9HT25,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17874.a,Elongation factor Ts (EF-Ts),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17874.a,O82851,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
AnphA.17081.x,Major surface protein 4,Anaplasma phagocytophilum,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/AnphA.17081.x,Q2GIN3,Alphaproteobacteria,Bacteria,Targets associated with virulence and/or pathogenesis,CR_44,request,1,,
PsaeA.18892.a,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18892.a,Q9HXZ2,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00262.a,GTPase Era,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00262.a,Q9XCX8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.01416.a,"Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)",Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01416.a,Q9I5Y1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17953.a,Electron transfer flavoprotein subunit beta (Beta-ETF) (Electron transfer flavoprotein small subunit) (ETFSS),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17953.a,Q9HZP6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00941.b,Uncharacterized protein,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00941.b,Q9I511,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17955.a,"DNA polymerase III, delta subunit",Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17955.a,Q9HX31,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.00158.a,Glutamate racemase (EC 5.1.1.3),Pseudomonas aeruginosa,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00158.a,Q9HVD0,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,8,,
PsaeA.00162.b,DNA gyrase subunit B (EC 5.99.1.3),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00162.b,Q9I7C2,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17982.a,CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase),Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17982.a,Q9HXZ4,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.01026.a,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",Pseudomonas aeruginosa,crystal structure,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01026.a,P48247,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,17,,
PsaeA.18481.a,ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18481.a,Q9HT16,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.01142.a,50S ribosomal protein L3,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01142.a,Q9HWD5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18848.a,Sulfurtransferase TusD homolog (EC 2.8.1.-),Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18848.a,Q9I0N3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.00169.a,Replicative DNA helicase,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00169.a,Q9HUN3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.17369.a,ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta),Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17369.a,Q9HT20,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.00141.a,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00141.a,G3XCZ6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.18870.a,Endoribonuclease YbeY (EC 3.1.-.-),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18870.a,Q9HX37,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.17964.a,50S ribosomal protein L24,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17964.a,Q9HWE6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00149.a,Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00149.a,Q9HZ63,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.18855.a,Uncharacterized protein,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18855.a,Q9HXH4,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.01328.a,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase),Pseudomonas aeruginosa,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01328.a,Q9HZM5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,20,,
PsaeA.17893.a,50S ribosomal protein L11,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17893.a,Q9HWC5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.18882.a,Protein TolR,Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18882.a,P50599,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17919.a,30S ribosomal protein S18,Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17919.a,Q9HUN0,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.17899.a,Folylpolyglutamate synthetase,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17899.a,Q9HZA8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PlfaA.18869.a,"Apical membrane antigen 1, AMA1",Plasmodium falciparum,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PlfaA.18869.a,Q7KQK5,Aconoidasida,Eukaryota,Known drug target,CR_44,request,2,,
PsaeA.17935.a,60 kDa chaperonin (GroEL protein) (Protein Cpn60),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17935.a,P30718,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.01370.a,Phosphoglucosamine mutase (EC 5.4.2.10),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01370.a,Q9HV50,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.01067.a,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01067.a,O52760,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18875.a,Uncharacterized protein,Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18875.a,Q9HVB6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.17992.a,30S ribosomal protein S7,Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17992.a,Q9HWD1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.00252.a,Probable GTP-binding protein EngB,Pseudomonas aeruginosa,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00252.a,Q9HT81,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,8,,
PsaeA.01136.a,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01136.a,Q9KGU6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00162.a,DNA topoisomerase 4 subunit B (EC 5.99.1.3) (Topoisomerase IV subunit B),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00162.a,Q9HUJ8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17867.a,Electron transfer flavoprotein subunit alpha (Alpha-ETF) (Electron transfer flavoprotein large subunit) (ETFLS),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17867.a,Q9HZP7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.18055.a,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18055.a,Q51561,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00743.a,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00743.a,Q9HVX6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17914.a,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-) (5-demethoxyubiquinone hydroxylase) (DMQ hydroxylase)",Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17914.a,Q9I5R6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.17267.a,Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17267.a,Q9I5U3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17385.a,Uncharacterized protein (HHPRED: peptidase YEAZ),Pseudomonas aeruginosa,native diffraction-data,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17385.a,Q9HXV5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,12,,
PsaeA.01144.a,2Fe-2S ferredoxin,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01144.a,Q51383,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18864.a,Pyocin-S2 immunity protein,Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18864.a,Q06579,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.00157.b,DNA gyrase subunit A (EC 5.99.1.3),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00157.b,P48372,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17901.b,Peptide chain release factor 2 (RF-2),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17901.b,E1JGJ8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17884.a,50S ribosomal protein L18,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17884.a,Q9HWF1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
